Approved Symbol	Previous Symbols	Synonyms	RefSeq IDs	Gene family description	Ensembl ID (mapped data supplied by Ensembl)
C10orf25		FLJ30567	NM_145022		ENSG00000165511
C10orf26		FLJ20154	NM_017787		ENSG00000166272
C10orf27		FLJ32820, spatial	NM_152710		ENSG00000166220
C10orf28		GIDRP86, PSORT	NM_014472		ENSG00000166024
C10orf31		FLJ40494, Em:AC026887.2			ENSG00000181800
C10orf32		FLJ40752	NM_144591		ENSG00000166275
C10orf35			NM_145306		ENSG00000171224
C10orf40		AC023904.2			ENSG00000235931
C10orf43~withdrawn					
C10orf46		FLJ40409, MGC33215	NM_153810		ENSG00000151893
C10orf47		MGC35403	NM_153256		ENSG00000148426
C10orf52		FLJ35853	XM_928603		ENSG00000236983
C10orf53		Em:AC069546.1	NM_182554		ENSG00000178645
C10orf54		SISP1, GI24, B7-H5	NM_022153		ENSG00000107738
C10orf55		bA417O11.3			ENSG00000222047
C10orf57		FLJ13263, bA369J21.6	NM_025125		ENSG00000133678
C10orf62		bA548K23.1			ENSG00000203942
C10orf64~withdrawn					
C10orf67		MGC46732	NM_153714		ENSG00000179133
C10orf68		FLJ13031	NM_024688		ENSG00000150076
C10orf71		FLJ45913	NM_199459		ENSG00000177354
C10orf76		FLJ13114	NM_024541		ENSG00000120029
C10orf81		FLJ23537, bA211N11.2	NM_024889		ENSG00000148735
C10orf82		MGC33547, Em:AC016825.4	NM_144661		ENSG00000165863
C10orf85		FLJ37402, Em:AC023282.2			ENSG00000177234
C10orf88		FLJ13490, Em:AC073585.5	NM_024942		ENSG00000119965
C10orf90		FLJ32938, bA422P15.2, FATS	XM_061055		ENSG00000154493
C10orf91		bA432J24.4	NM_173541		ENSG00000180066
C10orf93~withdrawn					
C10orf95		FLJ14280	NM_024886		ENSG00000120055
C10orf96		MGC35062	NM_198515		ENSG00000182645
C10orf99		UNQ1833, RLLV1833, FLJ21763, Em:AC022389.2	XM_370566		ENSG00000188373
C10orf100		Em:AC010157.1			ENSG00000225738
C10orf101		Em:AC010163.1			ENSG00000227136
C10orf102		Em:AC022400.11			ENSG00000250959
C10orf103		bA537A6.3			ENSG00000236756
C10orf105		FLJ00245			ENSG00000214688
C10orf107		bA63A2.1, Em:AC022398.2, MGC44593	NM_173554		ENSG00000183346
C10orf108		FLJ38681			ENSG00000180525
C10orf111		MGC35468, bA455B2.4	NM_153244		ENSG00000176236
C10orf112		bA265G8.2	XM_295865		ENSG00000204740
C10orf113		bA165O3.1	XM_373449		ENSG00000204683
C10orf114		bA418C1.3			ENSG00000204682
C10orf115		bA215C7.4	XM_370536		ENSG00000204566
C10orf116		APM2	NM_006829		ENSG00000148671
C10orf118		FLJ10188, FLJ35301	NM_018017		ENSG00000165813
C10orf120		bA318C4.1	XM_374835		ENSG00000183559
C10orf122		bA383C5.1	XM_370582		ENSG00000175018
C10orf123~withdrawn					
C10orf124~withdrawn					
C10orf125		FLJ26016	NM_198472		ENSG00000148803
C10orf126		MGC45541, bA492M23.1	NM_173577		ENSG00000204365
C10orf128		Em:AC084727.5	XM_096316		ENSG00000204161
C10orf129		bA310E22.3			ENSG00000173124
C10orf131		bA690P14.3	NM_001098847		ENSG00000173088
C10orf133~withdrawn					
C10orf135		bA748L13.4	XM_291771		
C10orf136		bA168P8.1	XM_926383		ENSG00000204187
C10orf137		EDRF1, DKFZp586F1019, FLJ21617	NM_015608		ENSG00000107938
C10orf138~withdrawn					
C10orf140		FLJ45187	NM_207371		ENSG00000180592
C11orf1		FLJ23499	NM_022761		ENSG00000137720
C11orf2	C11orf3	ANG2, ANG3	NM_013265		ENSG00000149823
C11orf3~withdrawn					
C11orf7~withdrawn					
C11orf9		Ndt80	NM_013279		ENSG00000124920
C11orf10			NM_014206		ENSG00000134825
C11orf16			NM_020643		ENSG00000176029
C11orf20		DKFZP566E164	NM_001039496		ENSG00000219435
C11orf21					ENSG00000110665
C11orf24		DM4E3	NM_022338		ENSG00000171067
C11orf26~withdrawn					
C11orf29~withdrawn					
C11orf30		EMSY	NM_020193		ENSG00000158636
C11orf31		SELH	NM_170746		ENSG00000211450
C11orf32~withdrawn					
C11orf34		PLET1	XM_370657		ENSG00000188771
C11orf35		MGC35138	NM_173573		ENSG00000185522
C11orf36		FLJ36102, HSD-40	NM_173590		ENSG00000236301
C11orf39		FLJ45436	NM_207432		ENSG00000255953
C11orf40		NOV1	NM_144663		ENSG00000171987
C11orf41	C11orf69	G2, MGC34830	NM_012194		ENSG00000110427
C11orf42		MGC34805	NM_173525		ENSG00000180878
C11orf43~withdrawn					
C11orf44		FLJ39058	NM_173580		ENSG00000175728
C11orf45		MGC35558, FLJ43646	NM_145013		ENSG00000174370
C11orf46		FLJ38968	NM_152316		ENSG00000152219
C11orf47~withdrawn					
C11orf48		MGC2477	NM_024099		ENSG00000162194
C11orf49		FLJ22210, MGC4707	NM_024113		ENSG00000149179
C11orf51		HSPC020, DKFZP564M082	NM_014042		ENSG00000110200
C11orf52		MGC14839, FLJ25219	NM_080659		ENSG00000149300
C11orf53		MGC50104	NM_198498		ENSG00000150750
C11orf54		PTD012	NM_014039		ENSG00000182919
C11orf55		FLJ45212			ENSG00000196559
C11orf57		FLJ10726	NM_018195		ENSG00000150776
C11orf58		SMAP	NM_014267		ENSG00000110696
C11orf62~withdrawn					
C11orf63		FLJ23554	NM_024806		ENSG00000109944
C11orf65		MGC33948	NM_152587		ENSG00000166323
C11orf67		PTD015, FLJ21035, CK067	NM_024684		ENSG00000087884
C11orf68		P5326, BLES03	NM_031450		ENSG00000175573
C11orf69~withdrawn					
C11orf70		MGC13040	NM_032930		ENSG00000137691
C11orf71		FLJ20010	NM_019021		ENSG00000180425
C11orf72		FLJ90834	NM_173578		ENSG00000184224
C11orf73		HSPC138, HSPC179	NM_016401		ENSG00000149196
C11orf74		FLJ38678, HEPIS	NM_138787		ENSG00000166352
C11orf75		FN5	NM_020179		ENSG00000166002
C11orf80		FLJ22531	NM_024650		ENSG00000173715
C11orf81~withdrawn					
C11orf82		FLJ38838, FLJ25416	NM_145018		ENSG00000165490
C11orf83		VEGA:LOC790955, UNQ655, CCDS41658.1	NM_001085372		ENSG00000204922
C11orf84		LOC144097	NM_138471		ENSG00000168005
C11orf85		LOC283129	NM_001037225		ENSG00000168070
C11orf86		FLJ22675	XM_001129415		ENSG00000173237
C11orf87		LOH11CR1A, LOC399947	NM_207645		ENSG00000185742
C11orf88		FLJ46266, LOC399949, LOC374427	NM_001100388		ENSG00000183644
C11orf89		LOC728008			ENSG00000184682
C11orf91		LOC100131378	XM_001717207		ENSG00000205177
C11orf92		FLJ45803	NM_207429		ENSG00000196167
C11orf93			NM_001136105		ENSG00000214290
C11orf94			NM_001080446		ENSG00000234776
C11orf95		MGC3032	NM_001144936		ENSG00000188070
C11orf96		AG2			ENSG00000187479
C12orf1~withdrawn					
C12orf4					ENSG00000047621
C12orf5		TIGAR	NM_020375		ENSG00000078237
C12orf9		LPP-LRFT			
C12orf10		MYG, MYG1			ENSG00000139637
C12orf12		MGC26598	NM_152638		ENSG00000197651
C12orf15~withdrawn					
C12orf23		MGC17943	NM_152261		ENSG00000151135
C12orf26		FLJ22789	NM_032230		ENSG00000127720
C12orf28	C12orf15	FLJ25056, bcm1377	NM_182530		ENSG00000166268
C12orf29		DKFZp434N2030	NM_001009894		ENSG00000133641
C12orf32		HKMT1188, MGC13204, RHINO	NM_031465		ENSG00000171792
C12orf33		MGC40170, FLJ41814	XM_498463		ENSG00000214851
C12orf34		FLJ14721	NM_032829		ENSG00000139438
C12orf35		FLJ20696, FLJ10652	NM_018169		ENSG00000174718
C12orf36		FLJ33810	NM_182558		ENSG00000180861
C12orf37		FLJ25378	XM_499569		
C12orf39		MGC10946, NPQ	NM_030572		ENSG00000134548
C12orf40		FLJ40126	NM_173599		ENSG00000180116
C12orf42		FLJ25323	NM_198521		ENSG00000179088
C12orf43		FLJ12448	NM_022895		ENSG00000157895
C12orf44		FLJ11773, ATG101	NM_021934		ENSG00000123395
C12orf45		MGC40397	NM_152318		ENSG00000151131
C12orf47		FLJ39616	NM_016534		ENSG00000234608
C12orf49		FLJ21415	NM_024738		ENSG00000111412
C12orf50		FLJ35821	NM_152589		ENSG00000165805
C12orf51		FLJ34154, KIAA0614	NM_173813		ENSG00000173064
C12orf52		FLJ14827, RITA	NM_032848		ENSG00000139405
C12orf53		DKFZp547D2210	NM_153685		ENSG00000139200
C12orf54		MGC35033	NM_152319		ENSG00000177627
C12orf55		FLJ31514			ENSG00000188596
C12orf56			XM_056680		ENSG00000185306
C12orf57		GRCC10, C10	NM_138425		ENSG00000111678
C12orf59		FLJ31166	NM_153022		ENSG00000165685
C12orf60		MGC47869	NM_175874		ENSG00000182993
C12orf61		FLJ25590	NM_175895		ENSG00000221949
C12orf63		FLJ44112	NM_198520		ENSG00000188596
C12orf65		FLJ38663	NM_152269		ENSG00000130921
C12orf66		FLJ32549	NM_152440		ENSG00000174206
C12orf68		LOC387856	NM_001013635		ENSG00000177875
C12orf69		LOC440087	NM_001013698		ENSG00000179256
C12orf70		LOC341346	XM_292021		ENSG00000165935
C12orf71		LOC728858	NM_001080406		ENSG00000214700
C12orf73		FLJ13975, DKFZp547P055	NM_001135570		ENSG00000204954
C12orf74			NM_001037671		ENSG00000214215
C12orf75		OCC-1	NM_001145199		ENSG00000235162
C12orf76		FLJ40142	NM_207435		ENSG00000174456
C12orf77			NM_001101339		ENSG00000226397
C13orf33		FLJ14834, AWMS3	NM_032849		ENSG00000102802
C13orf35		FLJ26443	NM_207440		ENSG00000197595
C13orf44		MGC5590			ENSG00000139656
C13orf44-AS1					ENSG00000227258
C13orf44-IT1				"ncRNAs / Long non-coding RNAs"	ENSG00000235285
C14orf1		NET51, ERG28			ENSG00000133935
C14orf2		MP68			ENSG00000156411
C14orf7~withdrawn					
C14orf16~withdrawn					
C14orf21					ENSG00000196943
C14orf23			XM_370758		ENSG00000186960
C14orf28					ENSG00000179476
C14orf37					ENSG00000139971
C14orf38			XM_001726950		ENSG00000151838
C14orf39		Six6os1	NM_174978		ENSG00000179008
C14orf40~withdrawn					
C14orf41~withdrawn					
C14orf42~withdrawn					
C14orf43	C14orf117	LSR68			ENSG00000156030
C14orf45			NM_025057		ENSG00000119636
C14orf49		FLJ25605, NET53, Nesprin-3, SYNE3	NM_152592		ENSG00000176438
C14orf51~withdrawn					
C14orf55					ENSG00000259158
C14orf56		FLJ00035			
C14orf57					ENSG00000257040
C14orf60~withdrawn					
C14orf61~withdrawn					
C14orf62~withdrawn					
C14orf63			XM_096753		ENSG00000225163
C14orf64					ENSG00000246223
C14orf65~withdrawn					
C14orf67~withdrawn					
C14orf74			XM_172916		
C14orf77~withdrawn					
C14orf79					ENSG00000140104
C14orf80					ENSG00000185347
C14orf81~withdrawn					
C14orf88~withdrawn					
C14orf91~withdrawn					
C14orf93		FLJ12154			ENSG00000100802
C14orf96~withdrawn					
C14orf101		FLJ20392			ENSG00000070269
C14orf102		FLJ14051			ENSG00000119720
C14orf105		FLJ10650			ENSG00000100557
C14orf109		DKFZP564F1123			ENSG00000153485
C14orf113~withdrawn					
C14orf116~withdrawn					
C14orf117~withdrawn					
C14orf118		FLJ20689, FLJ10033			ENSG00000089916
C14orf119		FLJ20671	NM_017924		ENSG00000179933
C14orf126		MGC9912			ENSG00000129480
C14orf129					ENSG00000100744
C14orf132	C14orf88				ENSG00000227051
C14orf133		VIPAR, VPS16B, SPE-39, SPE39	NM_022067		ENSG00000151445
C14orf135					ENSG00000126773
C14orf136~withdrawn					
C14orf141~withdrawn					
C14orf142					ENSG00000170270
C14orf144					ENSG00000228032
C14orf149		FLJ25436	NM_144581		ENSG00000126790
C14orf151~withdrawn					
C14orf157		FLJ12294	NM_025100		
C14orf159		FLJ39975	NM_024952		ENSG00000133943
C14orf162		PLPL	NM_020181		ENSG00000255994
C14orf164					ENSG00000215277
C14orf165		CNSLT1I7G			ENSG00000259334
C14orf166		CGI-99, RLLM1, CLE, CLE7, LCRP369	NM_016039		ENSG00000087302
C14orf166B			NM_194287		ENSG00000100565
C14orf167		PRO1488			ENSG00000215256
C14orf169		FLJ21802, NO66	NM_024644		ENSG00000255242
C14orf176	NCRNA00220, C14orf95		XM_926711		ENSG00000232070
C14orf177		FLJ25773	NM_182560		ENSG00000176605
C14orf178		FLJ25976	NM_174943		ENSG00000197734
C14orf180	C14orf77		NM_001008404		ENSG00000184601
C14orf181~withdrawn					
C14orf182			NM_001012706		ENSG00000214900
C14orf183			NM_001014830		ENSG00000168260
C14orf184~withdrawn					
C15orf2			NM_018958		ENSG00000185823
C15orf5					
C15orf6~withdrawn					
C15orf13~withdrawn					
C15orf23		FLJ14502			ENSG00000128944
C15orf24		C11orf3	NM_020154		ENSG00000134153
C15orf26		FLJ38615	NM_173528		ENSG00000156206
C15orf27		FLJ38190	NM_152335		ENSG00000169758
C15orf29		FLJ22557	NM_024713		ENSG00000134152
C15orf31~withdrawn					
C15orf32		FLJ32831	NM_153040		ENSG00000183643
C15orf33		FLJ32800	NM_152647		ENSG00000166262
C15orf34		FLJ13315	NM_025005		
C15orf35					
C15orf36					
C15orf37		FLJ33788	NM_175898		ENSG00000259642
C15orf38		MGC61550	NM_182616		ENSG00000242498
C15orf38-AP3S2			NM_001199058.1		ENSG00000250021
C15orf39		DKFZP434H132, FLJ46337	NM_015492		ENSG00000167173
C15orf40		MGC29937	NM_144597		ENSG00000169609
C15orf41		HH114, MGC11326, FLJ22851	NM_032499		ENSG00000186073
C15orf42		MGC45866, FLJ41618, treslin, TICRR	NM_152259		ENSG00000140534
C15orf43		MGC33951	NM_152448		ENSG00000167014
C15orf44		DKFZP564O1664	NM_030800		ENSG00000138614
C15orf45~withdrawn					
C15orf48		NMES1	NM_032413		ENSG00000166920
C15orf49~withdrawn					
C15orf50		MGC42951			ENSG00000259703
C15orf51~withdrawn					
C15orf52		FLJ43339	NM_207380		ENSG00000188549
C15orf53		FLJ35695	NM_207444		ENSG00000175779
C15orf54		FLJ39531			ENSG00000175746
C15orf55		NUT, DKFZp434O192	NM_175741		ENSG00000184507
C15orf56		FLJ38596	NM_001039905		ENSG00000176753
C15orf57	CCDC32	MGC20481	NM_052849		ENSG00000128891
C15orf58			NM_001013657		ENSG00000183208
C15orf59		MGC131524, LOC388135	NM_001039614		ENSG00000205363
C15orf60		LOC283677, FLJ27520, FLJ36860, FLJ44083	NM_001042367		ENSG00000183324
C15orf61		LOC145853	XM_096885		ENSG00000189227
C15orf62		LOC643338	NM_001130448		ENSG00000188277
C15orf63		HYPK, HSPC136, FLJ20431	NM_016400		ENSG00000242028
C16orf1~withdrawn					
C16orf2~withdrawn					
C16orf3					ENSG00000221819
C16orf4~withdrawn					
C16orf5			NM_013399		ENSG00000089486
C16orf6~withdrawn					
C16orf7		ATP-BL			ENSG00000075399
C16orf8~withdrawn					
C16orf11			NM_145270		ENSG00000161992
C16orf12~withdrawn					
C16orf13		MGC13114	NM_001040160		ENSG00000130731
C16orf15~withdrawn					
C16orf16~withdrawn					
C16orf17~withdrawn					
C16orf18~withdrawn					
C16orf19~withdrawn					
C16orf21~withdrawn					
C16orf27~withdrawn					
C16orf28~withdrawn					
C16orf29					
C16orf31~withdrawn					
C16orf39~withdrawn					
C16orf41~withdrawn					
C16orf42		MGC24381	NM_001001410		ENSG00000007520
C16orf43~withdrawn					
C16orf45		FLJ32618	NM_033201		ENSG00000166780
C16orf46		FLJ32702	NM_152337		ENSG00000166455
C16orf47		FLJ26184	NM_207385		ENSG00000197445
C16orf48		DKFZP434A1319	NM_032140		ENSG00000124074
C16orf52			NM_001164579		ENSG00000185716
C16orf53		MGC4606, GAS	NM_024516		ENSG00000185928
C16orf54		FLJ35681	NM_175900		ENSG00000185905
C16orf55		FLJ31606	NM_153025		ENSG00000167523
C16orf57		FLJ13154, HVSL1	NM_024598		ENSG00000103005
C16orf58		FLJ13868	NM_022744		ENSG00000140688
C16orf59		FLJ13909	NM_025108		ENSG00000162062
C16orf62		MGC16824	NM_020314		ENSG00000103544
C16orf70	C16orf6, LIN10	lin-10, FLJ12076	NM_025187		ENSG00000125149
C16orf71		FLJ43261, DKFZp686H2240	NM_139170		ENSG00000166246
C16orf72		FLJ41272, PRO0149	NM_014117		ENSG00000182831
C16orf73		MGC35212	NM_152764		ENSG00000162039
C16orf74		MGC17624	NM_206967		ENSG00000154102
C16orf78		MGC33367	NM_144602		ENSG00000166152
C16orf79		MGC21830	NM_182563		ENSG00000182685
C16orf80		GTL3, fSAP23	NM_013242		ENSG00000070761
C16orf82		TNT	NM_182831		ENSG00000234186
C16orf85		FLJ45530	NM_001001682		ENSG00000205036
C16orf86		FLJ41802	NM_001012984		ENSG00000159761
C16orf87			NM_001001436		ENSG00000155330
C16orf88		101F10.1, FAM191A	NM_001012991		ENSG00000103550
C16orf89		MGC45438	NM_152459		ENSG00000153446
C16orf90		LOC646174	NM_001080524		ENSG00000215131
C16orf91		gs103	NM_001010878		ENSG00000174109
C16orf92		FLJ25404	NM_001109659		ENSG00000167194
C16orf93		MGC104706	NM_001014979		ENSG00000196118
C16orf95			NM_001195124		ENSG00000131152
C16orf96					ENSG00000205832
C17orf1B~withdrawn					
C17orf1~withdrawn					
C17orf2~withdrawn					
C17orf4~withdrawn					
C17orf5~withdrawn					
C17orf6					
C17orf7~withdrawn					
C17orf8~withdrawn					
C17orf9~withdrawn					
C17orf10~withdrawn					
C17orf11~withdrawn					
C17orf12~withdrawn					
C17orf13~withdrawn					
C17orf14~withdrawn					
C17orf15~withdrawn					
C17orf16~withdrawn					
C17orf17~withdrawn					
C17orf18~withdrawn					
C17orf19~withdrawn					
C17orf20~withdrawn					
C17orf21~withdrawn					
C17orf22~withdrawn					
C17orf28		DMC1	NM_030630		ENSG00000167861
C17orf33~withdrawn					
C17orf39			NM_024052		ENSG00000141034
C17orf47		FLJ40121	NM_001038704		ENSG00000181013
C17orf48		MDS006	NM_020233		ENSG00000170222
C17orf49		MGC49942	NM_174893		ENSG00000161939
C17orf50			NM_145272		ENSG00000154768
C17orf51		FLJ12977, FLJ31874, FLJ33618			ENSG00000212719
C17orf52			XM_211291		
C17orf53		MGC3130	NM_024032		ENSG00000125319
C17orf56		FLJ31528	NM_144679		ENSG00000167302
C17orf57		FLJ40342	NM_152347		ENSG00000178852
C17orf58			NM_181656		ENSG00000186665
C17orf59		FLJ20014	NM_017622		ENSG00000196544
C17orf61		MGC40107	NM_152766		ENSG00000205544
C17orf62		MGC4368, FLJ90469	NM_001033046		ENSG00000178927
C17orf63		FLJ10700	NM_018182		ENSG00000173065
C17orf64			NM_181707		ENSG00000141371
C17orf65		DKFZp762C2414	NM_178542		ENSG00000168597
C17orf66		FLJ32830	NM_152781		ENSG00000172653
C17orf67					ENSG00000214226
C17orf69		FLJ25168	NM_152466		ENSG00000167159
C17orf70		FLJ22175, FAAP100	NM_025161		ENSG00000185504
C17orf72		FLJ11724, DKFZp761M2312			ENSG00000224383
C17orf74			NM_175734		ENSG00000184560
C17orf75		NJMU-R1	NM_022344		ENSG00000108666
C17orf76-AS1	C17orf45, NCRNA00188	MGC40157	NR_027160	"ncRNAs / Long non-coding RNAs"	ENSG00000175061
C17orf77		FLJ31882	NM_152460		ENSG00000182352
C17orf78		FLJ39647	NM_173625		ENSG00000167230
C17orf79		TTP1, HSA272196, COPR5	NM_018405		ENSG00000172301
C17orf80		HLC-8, MIG3, FLJ20721, SPEP1	NM_017941		ENSG00000141219
C17orf81		DERP6	NM_015362		ENSG00000170291
C17orf82			NM_203425		ENSG00000187013
C17orf84		FLJ22594			ENSG00000214899
C17orf85		HSA277841, ELG	NM_018553		ENSG00000074356
C17orf89			NM_001086521		ENSG00000224877
C17orf90		MGC104712	NM_001039842		ENSG00000204237
C17orf96		LOC100170841	NM_001130677		ENSG00000179294
C17orf97		LOC400566	NM_001013672		ENSG00000187624
C17orf98		LOC388381	NM_001080465		ENSG00000214556
C17orf99		GLPG464, UNQ464			ENSG00000187997
C17orf100		LOC388327	NM_001105520		ENSG00000212734
C17orf101		FLJ22222	NM_175902		ENSG00000181396
C17orf102		FLJ44815	NM_207454		ENSG00000197322
C17orf103		MGC33894, Gtlf3b	NM_152914		ENSG00000154035
C17orf104		FLJ35848	NM_001145080		ENSG00000180336
C17orf105			NM_001136483		ENSG00000231256
C17orf107			NM_001145536		ENSG00000205710
C17orf108		HSD24	NM_001076680		ENSG00000232859
C17orf109			NM_001162995		ENSG00000204323
C17orf110			NM_001162997		ENSG00000259120
C18orf1			NM_181481		ENSG00000168675
C18orf3~withdrawn					
C18orf8		MIC1, HsT2591	NM_013326		ENSG00000141452
C18orf12		HEIL1, HsT2508			
C18orf15		FLJ31338, HsT3231			
C18orf21		PNAS-131, PNAS-124, HsT3108	NM_031446		ENSG00000141428
C18orf25		MGC12909	NM_145055		ENSG00000152242
C18orf26		FLJ39106	NM_173629		ENSG00000178690
C18orf32		FLJ23458	NM_001035005		ENSG00000177576
C18orf33~withdrawn					
C18orf34		FLJ44050	NM_198995		ENSG00000166960
C18orf41~withdrawn					
C18orf42			NM_001145194		ENSG00000231824
C18orf49		FLJ20222			
C18orf50					
C18orf54		MGC33382	NM_173529		ENSG00000166845
C18orf56					ENSG00000176912
C18orf57		DKFZP434C0826	NM_019047		
C18orf58~withdrawn					
C18orf61					
C18orf62			NM_001037331		ENSG00000206026
C18orf63		DKFZP781G0119			ENSG00000206043
C19orf6		MGC4022, ASBABP1, MBRL	NM_033420		ENSG00000182087
C19orf8~withdrawn					
C19orf9~withdrawn					
C19orf10	IL27, IL27w	R33729_1, IL25, SF20, IL-25, IL-27	XM_035638		ENSG00000074842
C19orf12		MGC10922, DKFZP762D096	NM_031448		ENSG00000131943
C19orf17~withdrawn					
C19orf18		MGC41906	NM_152474		ENSG00000177025
C19orf21		DKFZp686H18209	NM_173481		ENSG00000099812
C19orf24		FLJ20640	NM_017914		ENSG00000228300
C19orf25		FLJ36666	NM_152482		ENSG00000119559
C19orf26		MGC40084, DOS	NM_152769		ENSG00000099625
C19orf29		NY-REN-24, fSAPc, cactin			ENSG00000105298
C19orf29-AS1	C19orf29OS		NR_038865	"ncRNAs / Long non-coding RNAs"	ENSG00000226800
C19orf31~withdrawn					
C19orf33		IMUP-1, IMUP-2, H2RSP, IMUP	XM_085984		ENSG00000167644
C19orf35		FLJ45778	NM_198532		ENSG00000188305
C19orf38		HIDE1	NM_001136482		ENSG00000214212
C19orf40		FLJ46828, MGC32020, FAAP24	NM_152266		ENSG00000131944
C19orf42		MGC2747	NM_024104		ENSG00000214046
C19orf43		MGC2803, fSAP18	NM_024038		ENSG00000123144
C19orf44		FLJ21742	NM_032207		ENSG00000105072
C19orf45		FLJ35784	NM_198534		ENSG00000198723
C19orf46		FLJ36445, SYNE4, Nesprin-4	NM_001039876		ENSG00000181392
C19orf47		FLJ36888	NM_178830		ENSG00000160392
C19orf48		MGC13170	NM_032712		ENSG00000167747
C19orf49~withdrawn					
C19orf52			NM_138358		ENSG00000142444
C19orf53		HSPC023, LYDG10	NM_014047		ENSG00000104979
C19orf54		FLJ41131	NM_198476		ENSG00000188493
C19orf55		FLJ30657	NM_144692		ENSG00000167595
C19orf57		MGC11271	NM_024323		ENSG00000132016
C19orf59		MCEMP1, MGC132456	NM_174918		ENSG00000183019
C19orf60		FLJ20850, FLJ30108, FLJ34606, FLJ37391	NM_017967		ENSG00000006015
C19orf63		INM02, HSS1, HSM1	NM_175063		ENSG00000161671
C19orf64~withdrawn					
C19orf66		FLJ11286	NM_018381		ENSG00000130813
C19orf67			XM_929382		ENSG00000188032
C19orf68		LOC374920	XM_001713770		ENSG00000185453
C19orf69		LOC100170765	NM_001130514		ENSG00000204978
C19orf70		QIL1, P117	NM_205767		ENSG00000174917
C19orf71		LOC100128569	XM_001726154		ENSG00000183397
C19orf73		FLJ10490	NM_018111		ENSG00000221916
C19orf75		FLJ40235	NM_173635		ENSG00000179213
C19orf76			NM_001101340		ENSG00000224420
C19orf77		HSPC323	NM_001136503		ENSG00000095932
C19orf79			NM_001171155		ENSG00000229833
C19orf80		TD26	NM_018687		ENSG00000130173
C19orf81			NM_001195076		ENSG00000235034
C20orf2~withdrawn					
C20orf3		BSCv			ENSG00000101474
C20orf4		bA234K24.2			ENSG00000131043
C20orf5~withdrawn					
C20orf7		dJ842G6.1	NM_001039375		ENSG00000101247
C20orf11		FLJ20602, bA305P22.1, TWA1	NM_017896		ENSG00000101193
C20orf17~withdrawn					
C20orf20		FLJ10914, MRG15BP, MRGBP, Eaf7	NM_018270		ENSG00000101189
C20orf24		PNAS-11, RIP5	NM_018840		ENSG00000101084
C20orf25~withdrawn					
C20orf26		DKFZP434K156, dJ1002M8.3	NM_015585		ENSG00000089101
C20orf27		FLJ20550	NM_001039140		ENSG00000101220
C20orf30		HSPC274			ENSG00000089063
C20orf37~withdrawn					
C20orf38~withdrawn					
C20orf43		HSPC164, CDAO5	NM_016407		ENSG00000022277
C20orf49~withdrawn					
C20orf57		FLJ20645, bA243J16.5			
C20orf61		dJ1012F16.1	XR_078671		ENSG00000228422
C20orf62		dJ1013A22.3			ENSG00000168746
C20orf66~withdrawn					
C20orf72		bA504H3.4	NM_052865		ENSG00000125871
C20orf78		dJ1068E13.1	NM_178462		ENSG00000149443
C20orf79		dJ1068E13.2, HSD22	NM_178483		ENSG00000132631
C20orf84~withdrawn					
C20orf85		bA196N14.1, LLC1			ENSG00000124237
C20orf89~withdrawn					
C20orf90		bA93B14.2			ENSG00000237687
C20orf94		dJ1099D15.3			ENSG00000149346
C20orf96		dJ1103G7.2	NM_153269		ENSG00000196476
C20orf109~withdrawn					
C20orf111		dJ1183I21.1, HSPC207, Perit1	NM_016470		ENSG00000132823
C20orf112	C20orf113	dJ1184F4.2, DKFZP566G1424, dJ1184F4.4	NM_080616		ENSG00000197183
C20orf113~withdrawn					
C20orf118		dJ132F21.2	NM_080628		ENSG00000101342
C20orf123		dJ257E24.3	XM_496476		ENSG00000149635
C20orf124~withdrawn					
