Approved Symbol	RefSeq IDs
GPR137B	NM_003272
GPR137C	XM_290615
GPR139	NM_001002911
GPR141	NM_181791
GPR142	NM_181790
GPR143	NM_000273
GPR143P	NG_002814
GPR144	NM_182611
GPR146	NM_138445
GPR148	XM_293092
GPR149	XM_293580
GPR151	NM_194251
GPR155	NM_152529
GPR156	NM_153002
GPR157	NM_024980
GPR158	XM_166110
GPR160	NM_014373
GPR161	NM_007369
GPR162	NM_019858
GPR165P	NG_005303
GPR166P	NG_025935
GPR171	NM_013308
GPR173	NM_018969
GPR174	NM_032553
GPR176	NM_007223
GPR180	NM_180989
GPR182	NM_007264
GPR183	NM_004951
GPRASP1	NM_014710
GPRASP2	NM_138437
GPRIN1	NM_052899
GPRIN2	NM_014696
GPRIN3	NM_198281
GPS1	NM_212492
GPS2	NM_004489
GPSM1	NM_015597
GPSM2	NM_013296
GPSM3	NM_022107
GPX1	NM_000581
GPX4	NM_002085
GPX7	NM_015696
GPX8	NM_001008397
GRAMD1A	NM_020895
GRAMD1B	XM_370660
GRAMD1C	NM_017577
GRAMD2	NM_001012642
GRAMD3	NM_023927
GRAMD4	NM_015124
GRAP	NM_006613
GRAP2	NM_004810
GRAPL	NM_001129778
GRB7	NM_005310
GREB1	NM_014668
GREB1L	NM_024935
GREM1	NM_013372
GREM2	NM_022469
GRHL1	NM_014552
GRHL2	NM_024915
GRHL3	NM_021180
GRHPR	NM_012203
GRIA3	NM_000828
GRID1	XM_043613
GRID2IP	XM_294249
GRIK1-AS1	NR_027021
GRIK1-AS2	NR_033368
GRIK3	NM_000831
GRIK4	NM_014619
GRINA	NM_001009184
GRIP2	NM_001080423
GRIPAP1	NM_207672
GRK1	NM_002929
GRK4	NM_005307
GRK5	NM_005308
GRK6	NM_002082
GRK7	NM_139209
GRM1	NM_000838
GRM5	NM_000842
GRM7	NM_000844
GRN	NM_002087
GRP	NM_002091
GRPEL1	NM_025196
GRPEL2	NM_152407
GRPR	NM_005314
GRSF1	NM_002092
GRTP1	NM_024719
GRWD1	NM_031485
GRXCR1	NM_001080476
G0S2	NM_015714
GSC2	NM_005315
GSDMA	NM_178171
GSDMB	NM_018530
GSDMD	NM_024736
GSG1	NM_031289
GSG1L	NM_144675
GSG2	NM_031965
GSN	NM_000177
GSPT1	NM_002094
GSTA2	NM_000846
GSTA6P	NG_001135
GSTA7P	NR_033760
GSTCD	NM_024751
GSTK1	NM_015917
GSTM1	NM_000561
GSTM2	NM_000848
GSTM2P1	NR_002932
GSTM3	NM_000849
GSTM3P1	NG_001040
GSTM3P2	NG_021533
GSTM4	NM_000850
GSTM5	NM_000851
GSTM5P1	NG_012650
GSTO1	NM_004832
GSTO2	XM_058395
GSTO3P	NG_005668
GSTP1	NM_000852
GSTT1	NM_000853
GSTT2	NM_000854
GSTT2B	NM_001080843
GSTTP1	NR_003081
GSX1	NM_145657
GSX2	NM_133267
GTDC1	NM_024659
GTF2A1	NM_015859
GTF2A1L	NM_006872
GTF2A2	NM_004492
GTF2B	NM_001514
GTF2E1	NM_005513
GTF2E2	NM_002095
GTF2F1	NM_002096
GTF2F2	NM_004128
GTF2F2P1	NG_003013
GTF2H1	NM_005316
GTF2H2	NM_001515
GTF2H2B	NM_001098729
GTF2H2C	NM_001098728
GTF2H2D	NM_001042490
GTF2H3	NM_001516
GTF2H5	NM_207118
GTF2I	NM_032999
GTF2IP3	NG_023043
GTF2IRD1	NM_016328
GTF2IRD2	NM_173537
GTF2IRD2B	NM_001003795
GTF2IRD2P1	NR_002164
GTF3A	NM_002097
GTF3C1	NM_001520
GTF3C5	NM_001122823
GTF3C6	NM_138408
GTPBP1	NM_004286
GTPBP3	NM_032620
GTPBP4	NM_012341
GTPBP5	NM_015666
GTPBP6	NM_012227
GTPBP8	NM_014170
GTPBP10	NM_033107
GTSCR1	NM_178506
GTSE1	NM_016426
GTSF1	NM_144594
GTSF1L	NM_176791
GUCA1B	NM_002098
GUCA1C	NM_005459
GUCA2A	NM_033553
GUCA2B	NM_007102
GUCY2E	XM_001717418
GUCY2F	NM_001522
GUCY2GP	XM_497249
GUF1	NM_021927
GUK1	NM_000858
GULOP	NG_001136
GULP1	NM_016315
GUSB	NM_000181
GUSBP1	NG_008324
GUSBP3	NR_027386
GVINP1	NR_003945
GVINP2	XR_078437
GXYLT1	XM_290597
GXYLT2	NM_001080393
GYG1	NM_004130
GYG2	NM_003918
GYG2P1	NG_002811
GYG2P2	NG_027191
GYLTL1B	NM_152312
GYPA	NM_002099
GYPB	NM_002100
GYPC	NM_002101
GYPE	NM_002102
GZF1	NM_022482
GZMA	NM_006144
GZMB	NM_004131
GZMH	NM_033423
GZMK	NM_002104
GZMM	NM_005317
H1F0	NM_005318
H1FNT	NM_181788
H1FOO	NM_153833
H1FX	NM_006026
H1FX-AS1	NR_026991
H2AFB1	NM_001017990
H2AFB2	NM_001017991
H2AFB3	NM_080720
H2AFJ	NM_018267, NM_177925
H2AFV	NM_012412
H2AFVP1	NG_009543
H2AFX	NM_002105
H2AFY	NM_004893
H2AFY2	NM_018649
H2AFZ	NM_002106
H2AFZP1	NG_000922
H2AFZP2	NG_005179
H2AFZP3	NG_011430
H2BFM	XM_210048
H2BFS	NG_006504
H2BFWT	NM_001002916
H2BFXP	NR_003238
H3F3A	NM_002107
H3F3AP3	NG_029983
H3F3AP4	NR_002315
H3F3AP5	NG_029840
H3F3AP6	NG_022939
H3F3B	NM_005324
H3F3BP2	NG_026234
H3F3C	NM_001013699
H6PD	NM_004285
H19	NR_002196
HABP2	NM_004132
HABP4	NM_014282
HACE1	XM_045095
HACL1	NM_012260
HADH	NM_005327
HADHA	NM_000182
HADHAP1	NG_000863
HADHAP2	NG_005587
HADHB	NM_000183
HAGH	NM_005326
HAGHL	NM_032304
HAMP	NM_021175
HAND1	NM_004821
HAO2	NM_001005783
HAP1	NM_003949
HAPLN1	NM_001884
HAPLN2	NM_021817
HAPLN3	NM_178232
HAPLN4	NM_023002
HAR1A	NR_003244
HAR1B	NR_003245
HARBI1	NM_173811
HARS	NM_002109
HARS2	NM_012208
HAS1	NM_001523
HAS2	NM_005328
HAS2-AS1	NR_002835
HAS3	NM_138612
HAT1	NM_003642
HAUS1	NM_138443
HAUS2	NM_018097
HAUS3	NM_024511
HAUS6	NM_017645
HAUS7	NM_017518
HAUS8	NM_001011699
HAX1	NM_006118
HBA1	NM_000558
HBA2	NM_000517
HBB	NM_000518
HBD	NM_000519
HBE1	NM_005330
HBEGF	NM_001945
HBG1	NM_000559
HBG2	NM_000184
HBM	NM_001003938
HBP1	NM_012257
HBQ1	NM_005331
HBXIP	NM_006402
HBZ	NM_005332
HCAR2	NM_177551
HCAR3	NM_006018
HCFC1	NM_005334
HCFC1R1	NM_017885
HCFC2	NM_013320
HCG4	NR_002139
HCG4B	NR_001317
HCG4P3	NG_016112
HCG4P4	NG_016113
HCG4P5	NG_016115
HCG4P7	NG_016116
HCG4P8	NG_016117
HCG4P9	NG_002739
HCG4P11	NG_002744
HCG9	NR_028032
HCG9P5	NG_002743
HCG18	NR_024052
HCG22	NR_003948
HCG26	NR_002812
HCG27	NR_026791
HCLS1	NM_005335
HCN1	NM_021072
HCN2	NM_001194
HCN3	NM_020897
HCN4	NM_005477
HCP5	NR_040662
HCRT	NM_001524
HCRTR1	NM_001525
HCST	NM_014266
HDAC1	NM_004964
HDAC3	NM_003883
HDAC4	NM_006037
HDAC5	NM_001015053
HDAC6	NM_006044
HDAC8	NM_018486
HDAC10	NM_032019
HDAC11	NM_024827
HDDC2	NM_016063
HDDC3	NM_198527
HDGF	NM_004494
HDGFL1	NM_138574
HDGFP1	NG_004722
HDHD1	NM_012080
HDHD1P1	NG_002612
HDHD1P2	NG_002613
HDHD2	NM_032124
HDHD3	NM_031219
HDLBP	NM_203346
HDX	NM_144657
HEATR1	XM_375853
HEATR2	NM_017802
HEATR3	NM_182922
HEATR4	NM_203309
HEATR5B	NM_019024
HEATR6	NM_022070
HEATR7A	NM_032450
HEATR7B1	XM_291007
HEATR7B2	NM_173489
HEATR8	NM_198547
HECA	NM_016217
HECTD3	NM_024602
HECW1	NM_015052
HECW2	NM_020760
HEG1	XM_087386
HELLS	NM_018063
HELQ	NM_133636
HELT	NM_001029887
HELZ	NM_014877
HEMGN	NM_197978
HEMK1	NM_016173
HENMT1	NM_144584
HEPACAM	NM_152722
HEPACAM2	NM_198151
HEPH	NM_138737
HEPHL1	XM_291947
HEPN1	NM_001037558
HERC1	NM_003922
HERC2	NM_004667
HERC2P3	NG_008269
HERC2P4	NR_002827
HERC2P5	NG_005349
HERC2P6	NG_005348
HERC2P8	NG_009637
HERC2P9	NR_036443
HERC2P10	NG_030002
HERC3	NM_014606
HERC4	NM_015601
HERC5	NM_016323
HERPUD2	NM_022373
HES2	NM_019089
HES3	NM_001024598
HES4	NM_021170
HES6	NM_018645
HES7	NM_032580
HEXA	NM_000520
HEXB	NM_000521
HEXDC	NM_173620
HEXIM1	NM_006460
HEXIM2	NM_144608
HEY1	NM_012258
HEYL	NM_014571
HFE2	NM_145277
HFM1	NM_001017975
HGF	NM_000601
HGS	NM_004712
HGSNAT	XM_372038
HHAT	NM_018194
HHATL	NM_020707
HHIPL1	XM_041566
HHIPL2	NM_024746
HHLA1	XR_017860
HHLA2	NM_007072
HHLA3	NM_007071
HIAT1	NM_033055
HIATL1	NM_032558
HIATL2	NM_032318
HIBADH	NM_152740
HIC1	NM_006497
HIF1A	NM_001530
HIF1AN	NM_017902
HIGD1A	NM_014056
HIGD1AP1	NG_009611
HIGD1AP3	NG_031935
HIGD1AP10	NG_027526
HIGD1B	NM_016438
HIGD1C	NM_001109619
HIGD2A	NM_138820
HIGD2B	NM_001017925
HILPDA	NM_013332
HILS1	NR_024193
HINFP	NM_015517
HINT1	NM_005340
HINT2	NM_032593
HINT3	NM_138571
HIP1	NM_005338
HIP1R	NM_003959
HIPK1	NM_198268
HIPK2	NM_022740
HIPK3	NM_005734
HIPK4	NM_144685
HIRA	NM_003325
HIRIP3	NM_003609
HIST1H1A	NM_005325
HIST1H1B	NM_005322
HIST1H1C	NM_005319
HIST1H1D	NM_005320
HIST1H1E	NM_005321
HIST1H1T	NM_005323
HIST1H2AA	NM_170745
HIST1H2AB	NM_003513
HIST1H2AC	NM_003512
HIST1H2AD	NM_021065
HIST1H2AE	NM_021052
HIST1H2AG	NM_021064
HIST1H2AH	NM_080596
HIST1H2AI	NM_003509
HIST1H2AJ	NM_021066
HIST1H2AK	NM_003510
HIST1H2AL	NM_003511
HIST1H2AM	NM_003514
HIST1H2APS6	NG_029174
HIST1H2BA	NM_170610
HIST1H2BB	NM_021062
HIST1H2BC	NM_003526
HIST1H2BD	NM_021063
HIST1H2BE	NM_003523
HIST1H2BF	NM_003522
HIST1H2BG	NM_003518
HIST1H2BH	NM_003524
HIST1H2BI	NM_003525
HIST1H2BJ	NM_021058
HIST1H2BK	NM_080593
HIST1H2BL	NM_003519
HIST1H2BM	NM_003521
HIST1H2BN	NM_003520
HIST1H2BO	NM_003527
HIST1H2BPS1	NG_027974
HIST1H2BPS3	NG_030513
HIST1H3A	NM_003529
HIST1H3B	NM_003537
HIST1H3C	NM_003531
HIST1H3D	NM_003530
HIST1H3E	NM_003532
HIST1H3F	NM_021018
HIST1H3G	NM_003534
HIST1H3H	NM_003536
HIST1H3I	NM_003533
HIST1H3J	NM_003535
HIST1H4A	NM_003538
HIST1H4B	NM_003544
HIST1H4C	NM_003542
HIST1H4D	NM_003539
HIST1H4E	NM_003545
HIST1H4F	NM_003540
HIST1H4G	NM_003547
HIST1H4H	NM_003543
HIST1H4I	NM_003495
HIST1H4J	NM_021968
HIST1H4K	NM_003541
HIST1H4L	NM_003546
HIST2H2AA3	NM_003516
HIST2H2AA4	NM_001040874
HIST2H2AB	NM_175065
HIST2H2AC	NM_003517
HIST2H2BA	NR_027337
HIST2H2BE	NM_003528
HIST2H2BF	NM_001024599
HIST2H3B	NG_002616
HIST2H3C	NM_021059
HIST2H3D	NM_001123375
HIST2H3PS2	NG_012783
HIST2H4B	NM_001034077
HIST3H2A	NM_033445
HIST3H2BA	NG_002618
HIST3H2BB	NM_175055
HIST3H3	NM_003493
HIST4H4	NM_175054
HIVEP1	NM_002114
HIVEP3	NM_024503
HJURP	NM_018410
HK1	NM_000188
HK2	NM_000189
HK2P1	NG_009860
HKDC1	NM_025130
HKR1	NM_181786
HLA-A	NM_002116
HLA-B	NM_005514
HLA-C	NM_002117
HLA-DMA	NM_006120
HLA-DMB	NM_002118
HLA-DOA	NM_002119
HLA-DOB	NM_002120
HLA-DPA1	NM_033554
HLA-DPA3	NG_011547
HLA-DPB1	NM_002121
HLA-DPB2	NR_001435
HLA-DQA1	NM_002122
HLA-DQA2	NM_020056
HLA-DQB1	NM_002123
HLA-DRA	NM_019111
HLA-DRB1	NM_002124
HLA-DRB2	NG_002392
HLA-DRB3	NM_022555
HLA-DRB4	NM_021983
HLA-DRB5	NM_002125
HLA-DRB6	NR_001298
HLA-DRB7	NG_002433
HLA-DRB8	NG_002433
HLA-DRB9	NG_002432
HLA-E	NM_005516
HLA-F	NM_018950
HLA-F-AS1	NR_026972
HLA-G	NM_002127
HLA-H	NR_001434
HLA-J	NR_024240
HLA-K	NG_002398
HLA-L	NR_027822
HLA-N	NG_009940
HLA-P	NG_002731
HLA-S	NG_009941
HLA-T	NG_002398
HLA-U	NG_002398
HLA-V	NG_002729
HLA-W	NG_015995
HLA-X	NG_009943
HLA-Z	NG_009944
HLF	NM_002126
HLX	NM_021958
HM13	NM_178580
HMBOX1	NM_024567
HMBS	NM_000190
HMCN1	NM_031935
HMCN2	XM_175125
HMG20A	NM_018200
HMG20B	NM_006339
HMGA1	NM_145899
HMGA1P1	NG_002324
HMGA1P2	NG_001569
HMGA1P3	NG_002323
HMGA1P4	NG_031851
HMGA1P5	NG_008009
HMGA2	NM_003483
HMGB1	NM_002128
HMGB1P1	NG_016433
HMGB1P3	NG_000883
HMGB1P4	NG_004767
HMGB1P5	NG_000897
HMGB1P6	NG_006664
HMGB1P7	NG_025482
HMGB1P8	NG_005579
HMGB1P9	NG_005481
HMGB1P10	NG_008794
HMGB1P13	NG_022327
HMGB1P14	NG_002508
HMGB1P15	NG_030350
HMGB1P16	NG_022656
HMGB1P17	NG_025876
HMGB1P18	NG_022786
HMGB1P19	NG_026129
HMGB1P25	NG_021494
HMGB1P26	NG_022758
HMGB1P27	NG_027985
HMGB1P32	NG_026863
HMGB1P34	NG_027382
HMGB1P35	NG_024688
HMGB1P36	NG_025706
HMGB1P39	NG_025834
HMGB1P43	NG_025349
HMGB1P44	NG_022063
HMGB1P45	NG_022721
HMGB1P46	NG_026068
HMGB1P49	NG_024073
HMGB2	NM_001130688
HMGB2P1	NG_021754
HMGB3	NM_005342
HMGB3P1	NR_002165
HMGB3P2	NG_000979
HMGB3P3	NG_024651
HMGB3P5	NG_022191
HMGB3P6	NG_022815
HMGB3P7	NG_024948
HMGB3P11	NG_021574
HMGB3P13	NG_022274
HMGB3P15	NG_022021
HMGB3P17	NG_024626
HMGB3P18	NG_022325
HMGB3P19	NG_022333
HMGB3P20	NG_022531
HMGB3P26	NG_022849
HMGB3P29	NG_024158
HMGB3P30	NG_022892
HMGB3P31	NG_022638
HMGB4	NM_145205
HMGCL	NM_000191
HMGCLL1	XM_166383
HMGCS2	NM_005518
HMGN1	NM_004965
HMGN1P1	NG_002509
HMGN1P2	NG_000921
HMGN1P3	NG_005988
HMGN1P4	NG_005989
HMGN1P21	NG_005987
HMGN1P30	NG_027555
HMGN1P36	NG_005985
HMGN1P37	NG_005984
HMGN1P38	NG_005986
HMGN2	NM_005517
HMGN2P1	NG_002510
HMGN2P2	NG_002460
HMGN2P3	NG_005591
HMGN2P4	NG_006596
HMGN2P5	NG_006579
HMGN2P6	NG_006597
HMGN2P7	NG_006600
HMGN2P9	NG_002646
HMGN2P10	NG_000892
HMGN2P11	NG_001141
HMGN2P12	NG_001142
HMGN2P16	NG_005991
HMGN2P17	NG_006598
HMGN2P18	NG_027556
HMGN2P24	NG_027554
HMGN2P25	NG_027552
HMGN2P41	NG_006599
HMGN2P46	NR_022014
HMGN3	NM_004242
HMGN5	NM_030763
HMGXB3	XM_001717202
HMGXB4	NM_005487
HMHB1	NM_021182
HMMR	NM_012484
HMSD	XM_209104
HMX1	NM_018942
HMX2	XM_370580
HMX3	XM_291716
HN1	NM_001002032
HN1L	NM_144570
HNF1A	NM_000545
HNF1A-AS1	NR_024345
HNF1B	NM_000458
HNF4G	NM_004133
HNRNPA0	NM_006805
HNRNPA1	NM_031157
HNRNPA1L2	NM_001011724
HNRNPA1P1	NG_008821
HNRNPA1P3	NG_001041
HNRNPA1P4	NG_005789
HNRNPA1P6	NG_009623
HNRNPA1P7	NG_005529
HNRNPA1P8	NG_006966
HNRNPA1P9	NG_026603
HNRNPA1P10	NR_002944
HNRNPA1P11	NG_022497
HNRNPA1P12	NG_021856
HNRNPA1P13	NG_021898
HNRNPA1P14	NG_023844
HNRNPA1P15	NG_023957
HNRNPA1P16	NG_009621
HNRNPA1P17	NG_025606
HNRNPA2B1	NM_002137
HNRNPA3	NM_194247
HNRNPAB	NM_004499
HNRNPCL1	NM_001013631
HNRNPD	NM_031370
HNRNPDP	NG_000874
HNRNPH1	NM_005520
HNRNPH2	NM_019597
HNRNPKP3	NR_033868
HNRNPR	NM_005826
HNRNPU	NM_031844
HNRNPU-AS1	NR_026778
HNRNPUL1	NM_144732, NM_007040
HNRNPUL2	XM_495877
HNRPDL	NM_005463
HNRPLL	NM_138394
HOGA1	NM_138413
HOMER1	NM_004272
HOMEZ	NM_020834
HOOK1	NM_015888
HOOK2	NM_013312
HOOK3	NM_032410
HORMAD1	NM_032132
HORMAD2	NM_152510
HOTAIR	NR_003716
HOXA11-AS	NR_002795
HOXB-AS5	NR_024103
HOXB13	NM_006361
HOXC12	NM_173860
HOXD-AS1	NR_033979
HOXD-AS2	NR_038435
HOXD12	NM_021193
HP	NM_005143
HP1BP3	NM_016287
HPCA	NM_002143
HPCAL1	NM_002149
HPCAL4	NM_016257
HPD	NM_002150
HPDL	NM_032756
HPGDS	NM_014485
HPN	NM_002151
HPR	NM_020995
HPRT1	NM_000194
HPS1	NM_000195, NM_182637, NM_182638, NM_182639
HPS3	NM_032383
HPS4	NM_022081
HPS5	NM_181507
HPS6	NM_024747
HPSE	NM_006665
HPSE2	NM_021828
HPVC1	NR_004422
HPX	NM_000613
HPYR1	NR_026684
HRAS	NM_176795
HRASLS2	NM_017878
HRASLS5	NM_054108
HRC	NM_002152
HRCT1	NM_001039792
HRG	NM_000412
HRH3	NM_007232
HRNR	XM_373868
HRSP12	NM_005836
HS1BP3	NM_022460
HS2ST1	NM_012262
HS3ST1	NM_005114
HS3ST2	NM_006043
HS3ST3A1	NM_006042
HS3ST3B1	NM_006041
HS3ST4	NM_006040
HS3ST5	NM_153612
HS3ST6	NM_001009606
HS6ST1	NM_004807
HS6ST1P1	NG_005670
HS6ST2	NM_147174
HS6ST3	NM_153456
HSBP1	NM_001537
HSBP1L1	NM_001136180
HSBP1P2	XM_002342465
HSCB	NM_172002
HSD3B1	NM_000862
HSD3B2	NM_000198
HSD11B1	NM_005525
HSD11B1L	NM_198706
HSD11B2	NM_000196
HSD17B1	NM_000413
HSD17B1P1	NG_006749.2
HSD17B2	NM_002153
HSD17B3	NM_000197
HSD17B4	NM_000414
HSD17B6	NM_003725
HSD17B7	NM_016371
HSD17B7P1	NG_001308
HSD17B7P2	NR_003086
HSD17B8	NM_014234
HSD17B10	NM_004493
HSD17B11	NM_016245
HSD17B13	NM_178135
HSD17B14	NM_016246
HSDL1	NM_031463
HSDL2	NM_032303
HSF1	NM_005526
HSF2	NM_004506
HSF2BP	NM_007031
HSF4	NM_001538
HSF5	XM_064190
HSFX1	NM_016153
HSFY1	NM_152584
HSFY1P1	NR_003607
HSFY2	NM_153716
HSFY3P	NG_012371
HSH2D	NM_032855
HSP90AA1	NM_005348
HSP90AA2	NM_001040141
HSP90AA3P	NG_005218
HSP90AA4P	NG_003014
HSP90AB1	NM_007355
HSP90AB3P	NG_003015
HSP90AB4P	NR_002927
HSP90B1	NM_003299
HSP90B3P	XR_000203
HSPA4	NM_002154, NM_198431
HSPA4L	NM_014278
HSPA6	NM_002155
HSPA7	NR_024151
HSPA8P2	NG_024873
HSPA9	NM_004134
HSPA9P1	NG_002380
HSPA12A	NM_025015
HSPA12B	NM_052970
HSPA14	NM_016299
HSPB1P1	NG_013115
HSPB1P2	NG_008236
HSPB2-C11orf52	NR_037651.1
HSPB6	NM_144617
HSPB7	NM_014424
HSPB8	NM_014365
HSPB9	NM_033194
HSPB11	NM_016126
HSPBAP1	NM_024610
HSPBP1	NM_012267
HSPD1	NM_002156
HSPD1P5	XR_017561
HSPD1P6	XR_017400
HSPD1P11	NG_016480
HSPD1P13	NG_023061
HSPD1P14	NG_022774
HSPD1P16	NG_023060
HSPD1P17	NG_023064
HSPD1P18	NG_016481
HSPD1P19	NG_023062
HSPD1P20	NG_023065
HSPD1P21	NG_023059
HSPD1P22	NG_023066
HSPE1	NM_002157
HSPG2	NM_005529
HTATIP2	NM_001098521
HTATSF1	NM_014500
HTN3	NM_000200
HTR1A	NM_000524
HTR1B	NM_000863
HTR1D	NM_000864
HTR1DP1	NG_023961
HTR1E	NM_000865
HTR1F	NM_000866
HTR2A	NM_000621
HTR2B	NM_000867
HTR2C	NM_000868
HTR3A	NM_000869
HTR3B	NM_006028
HTR3C	NM_130770
HTR3D	NM_182537
HTR3E	NM_182589
HTR4	NM_000870
HTR5A	NM_024012
HTR5BP	NG_008325
HTR6	NM_000871
HTR7	NM_000872
HTR7P1	NR_002774
HTRA1	NM_002775
HTRA2	NM_013247
HTRA3	NM_053044
HTRA4	NM_153692
HTT	NM_002111
HULC	NR_004855
HUNK	NM_014586
HUS1	NM_004507
HUS1B	NM_148959
HUWE1	XM_497119
HVCN1	NM_032369
HYAL2	NM_003773
HYAL3	NM_003549
HYAL4	NM_012269
HYDIN2	XR_133104
HYI	NM_031207
HYLS1	NM_145014
HYMAI	NR_002768
HYOU1	NM_006389
IAH1	NM_001039613
IAPP	NM_000415
IARS	NM_002161
IARS2	NM_018060
IBA57	NM_001010867
IBTK	NM_015525
ICA1	NM_004968
ICA1L	NM_138468
ICAM4	NM_001544
ICAM5	NM_003259
ICK	NM_016513
ICMT	NM_012405
ICOS	NM_012092
ICOSLG	NM_015259
ICT1	NM_001545
ID1	NM_002165
ID2	NM_002166
ID3	NM_002167
ID4	NM_001546
IDE	NM_004969
IDH3A	NM_005530
IDI1	NM_004508
IDI2	NM_033261
IDI2-AS1	NR_024628
IDO1	NM_002164
IDSP1	NG_001149
IDUA	NM_000203
IER2	NM_004907
IER3IP1	NM_016097
IER5	NM_016545
IFFO1	NM_080730
IFFO2	NM_001136265
IFI6	NM_022873
IFI16	NM_005531
IFI27	NM_005532
IFI27L1	NM_206949
IFI27L2	NM_032036
IFI30	NM_006332
IFI35	NM_005533
IFI44	NM_006417
IFI44L	NM_006820
IFIH1	NM_022168
IFIT1	NM_001548
IFIT1B	NM_001010987
IFIT1P1	NG_001215
IFIT2	NM_001547
IFIT3	NM_001549
IFIT5	NM_012420
IFITM1	NM_003641
IFITM2	NM_006435
IFITM3	NM_021034
IFITM4P	NR_001590
IFITM5	NM_001025295
IFITM9P	NG_006210
IFITM10	NM_001170820
IFLTD1	NM_152590
IFNA1	NM_024013
IFNA2	NM_000605
IFNA4	NM_021068
IFNA5	NM_002169
IFNA6	NM_021002
IFNA7	NM_021057
IFNA8	NM_002170
IFNA10	NM_002171
IFNA11P	NG_027866
IFNA12P	NG_004681
IFNA13	NM_006900
IFNA14	NM_002172
IFNA16	NM_002173
IFNA17	NM_021268
IFNA21	NM_002175
IFNA22P	NG_005640
IFNB1	NM_002176
IFNE	NM_176891
IFNK	NM_020124
IFNNP1	NG_009495
IFNW1	NM_002177
IFNWP2	NG_011585
IFNWP15	NG_001150
IFNWP18	NG_002922
IFNWP19	NG_005641
IFRD1	NM_001550
IFRD2	NM_006764
IFT20	NM_174887
IFT27	NM_006860
IFT43	NM_052873
IFT46	NM_020153
IFT52	NM_016004
IFT57	NM_018010
IFT74	NM_025103
IFT80	NM_020800
IFT81	NM_014055
IFT88	NM_006531
IFT122	NM_018262
IFT140	NM_014714
IFT172	NM_015662
IGDCC3	NM_004884
IGDCC4	NM_020962
IGF1	NM_000618
IGF1R	NM_000875
IGF2	NM_000612
IGF2-AS1	NM_016412
IGF2BP1	NM_006546
IGF2BP2	NM_006548
IGF2BP3	NM_006547
IGF2R	NM_000876
IGFBP1	NM_000596
IGFBP2	NM_000597
IGFBP3	NM_001013398
IGFBP4	NM_001552
IGFBP5	NM_000599
IGFBPL1	XM_294567
IGFL1	NM_198541
IGFL2	NM_001002915
IGFL3	NM_207393
IGFL4	NM_001002923
IGFLR1	NM_024660
IGFN1	NM_178275
IGH@	NG_001019
IGHA1	NG_001019
IGHA2	NG_001019
IGHD	NG_001019
IGHD1-1	NG_001019
IGHD1-7	NG_001019
IGHD1-14	NG_001019
IGHD1-20	NG_001019
IGHD1-26	NG_001019
IGHD2-2	NG_001019
IGHD2-8	NG_001019
IGHD2-15	NG_001019
IGHD2-21	NG_001019
IGHD3-3	NG_001019
IGHD3-9	NG_001019
IGHD3-10	NG_001019
IGHD3-16	NG_001019
IGHD3-22	NG_001019
IGHD4-4	NG_001019
IGHD4-11	NG_001019
IGHD4-17	NG_001019
IGHD4-23	NG_001019
IGHD5-5	NG_001019
IGHD5-12	NG_001019
IGHD5-18	NG_001019
IGHD5-24	NG_001019
IGHD6-6	NG_001019
IGHD6-13	NG_001019
IGHD6-19	NG_001019
IGHD6-25	NG_001019
IGHD7-27	NG_001019
IGHE	NG_001019
IGHEP2	NG_003254
IGHG1	NG_001019
IGHG2	NG_001019
IGHG3	NG_001019
IGHG4	NG_001019
IGHGP	NG_001019
IGHJ1	NG_001019
IGHJ1P	NG_001019
IGHJ2	NG_001019
IGHJ2P	NG_001019
IGHJ3	NG_001019
IGHJ3P	NG_001019
IGHJ4	NG_001019
IGHJ5	NG_001019
IGHJ6	NG_001019
IGHM	NG_001019
IGHMBP2	NM_002180
IGHV1-2	NG_001019
IGHV1-3	NG_001019
IGHV1-8	NG_001019
IGHV1-12	NG_001019
IGHV1-14	NG_001019
IGHV1-17	NG_001019
IGHV1-18	NG_001019
IGHV1-24	NG_001019
IGHV1-45	NG_001019
IGHV1-46	NG_001019
IGHV1-58	NG_001019
IGHV1-67	NG_001019
IGHV1-68	NG_001019
IGHV1-69	NG_001019
IGHV1OR15-5	NG_016978
IGHV1OR21-1	NG_011680
IGHV2-5	NG_001019
IGHV2-10	NG_001019
IGHV2-26	NG_001019
IGHV2-70	NG_001019
IGHV3-6	NG_001019
IGHV3-7	NG_001019
IGHV3-9	NG_001019
IGHV3-11	NG_001019
IGHV3-13	NG_001019
IGHV3-15	NG_001019
IGHV3-16	NG_001019
IGHV3-19	NG_001019
IGHV3-20	NG_001019
IGHV3-21	NG_001019
IGHV3-22	NG_001019
IGHV3-23	NG_001019
IGHV3-25	NG_001019
IGHV3-29	NG_001019
IGHV3-30	NG_001019
IGHV3-30-2	NG_001019
IGHV3-32	NG_001019
IGHV3-33	NG_001019
IGHV3-33-2	NG_001019
IGHV3-35	NG_001019
IGHV3-36	NG_001019
IGHV3-37	NG_001019
IGHV3-38	NG_001019
IGHV3-41	NG_001019
IGHV3-42	NG_001019
IGHV3-43	NG_001019
IGHV3-47	NG_001019
IGHV3-48	NG_001019
IGHV3-49	NG_001019
IGHV3-50	NG_001019
IGHV3-52	NG_001019
IGHV3-53	NG_001019
IGHV3-54	NG_001019
IGHV3-57	NG_001019
